"Site","Subsite","Trapnest","Treatment","Date","Day_of_year","Year","Good_days","Available_cavities_prior","New_nests_os","Osmia_ps_prior","Osmia_no_ps_prior","Osmia_active_mothers_prior","DP_os_prior","NDP_os_prior","NDP_ps_os_prior"
"NN","K","trapnest_32","Mid",2023-06-15,166,"year_2023",0,11,0,6,2,0,0,2,6
"NN","K","trapnest_32","Mid",2023-06-19,170,"year_2023",0,11,0,6,2,0,0,2,6
"NN","K","trapnest_32","Mid",2023-06-22,173,"year_2023",3,11,0,6,2,0,0,2,6
"NN","K","trapnest_32","Mid",2023-06-23,174,"year_2023",1,11,0,6,2,0,0,2,6
"NN","K","trapnest_32","Mid",2023-07-03,184,"year_2023",2,11,0,6,1,0,0,1,6
"NN","K","trapnest_32","Mid",2023-07-04,185,"year_2023",1,10,0,6,1,0,0,1,6
"NN","K","trapnest_32","Mid",2023-07-06,187,"year_2023",2,9,0,6,1,0,0,1,6
"NN","K","trapnest_32","Mid",2023-06-30,181,"year_2023",1,9,0,6,2,0,0,2,6
"NN","K","trapnest_33","High",2023-05-07,127,"year_2023",1,7,0,11,0,0,0,0,11
"NN","K","trapnest_33","High",2023-05-11,131,"year_2023",4,7,0,11,0,0,0,0,11
"NN","K","trapnest_33","High",2023-05-12,132,"year_2023",1,7,0,11,0,0,0,0,11
"NN","K","trapnest_33","High",2023-05-15,135,"year_2023",3,7,0,11,0,0,0,0,11
"NN","K","trapnest_33","High",2023-05-16,136,"year_2023",1,7,0,11,0,0,0,0,11
"NN","K","trapnest_33","High",2023-05-18,138,"year_2023",2,7,0,11,0,0,0,0,11
"NN","K","trapnest_33","High",2023-05-19,139,"year_2023",1,7,0,11,0,0,0,0,11
"NN","K","trapnest_33","High",2023-05-21,141,"year_2023",1,7,0,11,0,0,0,0,11
"NN","K","trapnest_33","High",2023-05-22,142,"year_2023",1,7,0,11,0,0,0,0,11
"NN","K","trapnest_33","High",2023-05-25,145,"year_2023",3,7,0,11,0,0,0,0,11
"NN","K","trapnest_33","High",2023-05-26,146,"year_2023",1,7,0,11,0,0,0,0,11
"NN","K","trapnest_33","High",2023-05-28,148,"year_2023",2,7,0,11,0,0,0,0,11
"NN","K","trapnest_33","High",2023-05-29,149,"year_2023",1,7,0,11,0,0,0,0,11
"NN","K","trapnest_33","High",2023-05-31,151,"year_2023",2,7,0,11,0,0,0,0,11
"NN","K","trapnest_33","High",2023-06-01,152,"year_2023",1,7,0,11,0,0,0,0,11
"NN","K","trapnest_33","High",2023-06-04,155,"year_2023",3,7,0,11,0,0,0,0,11
"NN","K","trapnest_33","High",2023-06-05,156,"year_2023",1,7,0,11,0,0,0,0,11
"NN","K","trapnest_33","High",2023-06-08,159,"year_2023",2,7,0,11,0,0,0,0,11
"NN","K","trapnest_33","High",2023-06-10,161,"year_2023",0,7,0,11,0,0,0,0,11
"NN","K","trapnest_33","High",2023-06-11,162,"year_2023",1,7,0,11,0,0,0,0,11
"NN","K","trapnest_33","High",2023-06-12,163,"year_2023",0,7,0,11,0,0,0,0,11
"NN","K","trapnest_33","High",2023-06-15,166,"year_2023",0,7,0,11,0,0,0,0,11
"NN","K","trapnest_33","High",2023-06-19,170,"year_2023",0,7,0,11,0,0,0,0,11
"NN","K","trapnest_33","High",2023-06-22,173,"year_2023",3,7,0,11,0,0,0,0,11
"NN","K","trapnest_33","High",2023-06-23,174,"year_2023",1,7,0,11,0,0,0,0,11
"NN","K","trapnest_33","High",2023-06-30,181,"year_2023",1,7,0,11,0,0,0,0,11
"NN","K","trapnest_33","High",2023-07-03,184,"year_2023",2,7,0,11,0,0,0,0,11
"NN","K","trapnest_33","High",2023-07-04,185,"year_2023",1,7,0,11,0,0,0,0,11
"NN","K","trapnest_33","High",2023-07-06,187,"year_2023",2,7,0,11,0,0,0,0,11
"NN","L","trapnest_34","Low",2023-05-07,127,"year_2023",1,18,0,0,0,0,0,0,0
"NN","L","trapnest_34","Low",2023-05-11,131,"year_2023",4,18,0,0,0,0,0,0,0
"NN","L","trapnest_34","Low",2023-05-12,132,"year_2023",1,18,0,0,0,0,0,0,0
"NN","L","trapnest_34","Low",2023-05-15,135,"year_2023",3,18,0,0,0,0,0,0,0
"NN","L","trapnest_34","Low",2023-05-16,136,"year_2023",1,18,0,0,0,0,0,0,0
"NN","L","trapnest_34","Low",2023-05-18,138,"year_2023",2,18,0,0,0,0,0,0,0
"NN","L","trapnest_34","Low",2023-05-19,139,"year_2023",1,18,0,0,0,0,0,0,0
"NN","L","trapnest_34","Low",2023-05-21,141,"year_2023",1,18,0,0,0,0,0,0,0
"NN","L","trapnest_34","Low",2023-05-22,142,"year_2023",1,18,0,0,0,0,0,0,0
"NN","L","trapnest_34","Low",2023-05-25,145,"year_2023",3,18,0,0,0,0,0,0,0
"NN","L","trapnest_34","Low",2023-05-26,146,"year_2023",1,18,0,0,0,0,0,0,0
"NN","L","trapnest_34","Low",2023-05-28,148,"year_2023",2,18,0,0,0,0,0,0,0
"NN","L","trapnest_34","Low",2023-05-29,149,"year_2023",1,18,0,0,0,0,0,0,0
"NN","L","trapnest_34","Low",2023-05-31,151,"year_2023",2,18,0,0,0,0,0,0,0
"NN","L","trapnest_34","Low",2023-06-01,152,"year_2023",1,18,0,0,0,0,0,0,0
"NN","L","trapnest_34","Low",2023-06-04,155,"year_2023",3,18,0,0,0,0,0,0,0
"NN","L","trapnest_34","Low",2023-06-05,156,"year_2023",1,18,0,0,0,0,0,0,0
"NN","L","trapnest_34","Low",2023-06-08,159,"year_2023",2,18,0,0,0,0,0,0,0
"NN","L","trapnest_34","Low",2023-06-10,161,"year_2023",0,18,0,0,0,0,0,0,0
"NN","L","trapnest_34","Low",2023-06-11,162,"year_2023",1,18,0,0,0,0,0,0,0
"NN","L","trapnest_34","Low",2023-06-12,163,"year_2023",0,18,0,0,0,0,0,0,0
"NN","L","trapnest_34","Low",2023-06-15,166,"year_2023",0,18,0,0,0,0,0,0,0
"NN","L","trapnest_34","Low",2023-06-19,170,"year_2023",0,18,0,0,0,0,0,0,0
"NN","L","trapnest_34","Low",2023-06-22,173,"year_2023",3,18,0,0,0,0,0,0,0
"NN","L","trapnest_34","Low",2023-06-23,174,"year_2023",1,18,0,0,0,0,0,0,0
"NN","L","trapnest_34","Low",2023-06-30,181,"year_2023",1,18,0,0,0,0,0,0,0
"NN","L","trapnest_34","Low",2023-07-03,184,"year_2023",2,18,0,0,0,0,0,0,0
"NN","L","trapnest_34","Low",2023-07-04,185,"year_2023",1,17,0,0,0,0,0,0,0
"NN","L","trapnest_34","Low",2023-07-06,187,"year_2023",2,17,0,0,0,0,0,0,0
"NN","L","trapnest_35","Mid",2023-05-07,127,"year_2023",1,12,0,6,0,0,0,0,6
"NN","L","trapnest_35","Mid",2023-05-11,131,"year_2023",4,12,0,6,0,0,0,0,6
"NN","L","trapnest_35","Mid",2023-05-12,132,"year_2023",1,12,0,6,0,0,0,0,6
"NN","L","trapnest_35","Mid",2023-05-15,135,"year_2023",3,12,0,6,0,0,0,0,6
"NN","L","trapnest_35","Mid",2023-05-16,136,"year_2023",1,12,0,6,0,0,0,0,6
"NN","L","trapnest_35","Mid",2023-05-18,138,"year_2023",2,12,0,6,0,0,0,0,6
"NN","L","trapnest_35","Mid",2023-05-19,139,"year_2023",1,12,0,6,0,0,0,0,6
"NN","L","trapnest_35","Mid",2023-05-21,141,"year_2023",1,12,0,6,0,0,0,0,6
"NN","L","trapnest_35","Mid",2023-05-22,142,"year_2023",1,12,0,6,0,0,0,0,6
"NN","L","trapnest_35","Mid",2023-05-25,145,"year_2023",3,12,0,6,0,0,0,0,6
"NN","L","trapnest_35","Mid",2023-05-26,146,"year_2023",1,12,0,6,0,0,0,0,6
"NN","L","trapnest_35","Mid",2023-05-28,148,"year_2023",2,12,0,6,0,0,0,0,6
"NN","L","trapnest_35","Mid",2023-05-29,149,"year_2023",1,12,0,6,0,0,0,0,6
"NN","L","trapnest_35","Mid",2023-05-31,151,"year_2023",2,12,0,6,0,0,0,0,6
"NN","L","trapnest_35","Mid",2023-06-01,152,"year_2023",1,11,0,6,0,0,0,0,6
"NN","L","trapnest_35","Mid",2023-06-04,155,"year_2023",3,9,2,6.5,0.5,0.5,0,1,7
"NN","L","trapnest_35","Mid",2023-06-05,156,"year_2023",1,13,0,3,2,2,0,2,3
"NN","L","trapnest_35","Mid",2023-06-08,159,"year_2023",2,11,0,4,2,2,1,1,3
"NN","L","trapnest_35","Mid",2023-06-10,161,"year_2023",0,12,0,4,2,1,1,1,3
"NN","L","trapnest_35","Mid",2023-06-11,162,"year_2023",1,9,0,4,2,1,1,1,3
"NN","L","trapnest_35","Mid",2023-06-12,163,"year_2023",0,12,0,4,2,0,1,1,3
"NN","L","trapnest_35","Mid",2023-06-15,166,"year_2023",0,11,0,4,2,0,1,1,3
"NN","L","trapnest_35","Mid",2023-06-19,170,"year_2023",0,10,0,4,2,0,1,1,3
"NN","L","trapnest_35","Mid",2023-06-22,173,"year_2023",3,8,1,6,1,0,0,1,6
"NN","L","trapnest_35","Mid",2023-06-23,174,"year_2023",1,8,0,7,2,1,0,2,7
"NN","L","trapnest_35","Mid",2023-06-30,181,"year_2023",1,6,0,7,2,1,0,2,7
"NN","L","trapnest_35","Mid",2023-07-03,184,"year_2023",2,10,0,6,2,0,0,2,6
"NN","L","trapnest_35","Mid",2023-07-04,185,"year_2023",1,10,0,6,2,0,0,2,6
"NN","L","trapnest_35","Mid",2023-07-06,187,"year_2023",2,12,1,6,2,0,0,2,6
"NN","L","trapnest_36","High",2023-05-07,127,"year_2023",1,7,0,11,0,0,0,0,11
"NN","L","trapnest_36","High",2023-05-11,131,"year_2023",4,7,0,11,0,0,0,0,11
"NN","L","trapnest_36","High",2023-05-12,132,"year_2023",1,7,0,11,0,0,0,0,11
"NN","L","trapnest_36","High",2023-05-15,135,"year_2023",3,7,0,11,0,0,0,0,11
"NN","L","trapnest_36","High",2023-05-16,136,"year_2023",1,7,0,11,0,0,0,0,11
"NN","L","trapnest_36","High",2023-05-18,138,"year_2023",2,7,0,11,0,0,0,0,11
"NN","L","trapnest_36","High",2023-05-19,139,"year_2023",1,7,0,11,0,0,0,0,11
"NN","L","trapnest_36","High",2023-05-21,141,"year_2023",1,7,0,11,0,0,0,0,11
"NN","L","trapnest_36","High",2023-05-22,142,"year_2023",1,7,0,11,0,0,0,0,11
"NN","L","trapnest_36","High",2023-05-25,145,"year_2023",3,7,0,11,0,0,0,0,11
"NN","L","trapnest_36","High",2023-05-26,146,"year_2023",1,7,0,11,0,0,0,0,11
"NN","L","trapnest_36","High",2023-05-28,148,"year_2023",2,7,0,11,0,0,0,0,11
"NN","L","trapnest_36","High",2023-05-29,149,"year_2023",1,7,2,11.5,0.5,0.5,0,1,12
"NN","L","trapnest_36","High",2023-05-31,151,"year_2023",2,7,4,12.5,3.5,3.5,0,3.5,12.5
"NN","L","trapnest_36","High",2023-06-01,152,"year_2023",1,5,0,13,6,6,3,3,10
"NN","L","trapnest_36","High",2023-06-04,155,"year_2023",3,7,1,11,6,5,3,3,8
"NN","L","trapnest_36","High",2023-06-05,156,"year_2023",1,7,0,11,6,2,3,3,8
"NN","L","trapnest_36","High",2023-06-08,159,"year_2023",2,7,1,11,6,2,3,3,8
"NN","L","trapnest_36","High",2023-06-10,161,"year_2023",0,7,0,11,7,2,3,4,8
"NN","L","trapnest_36","High",2023-06-11,162,"year_2023",1,7,0,11,7,2,3,4,8
"NN","L","trapnest_36","High",2023-06-12,163,"year_2023",0,7,0,11,7,1,3,4,8
"NN","L","trapnest_36","High",2023-06-15,166,"year_2023",0,7,0,11,7,1,2,5,9
"NN","L","trapnest_36","High",2023-06-19,170,"year_2023",0,7,0,11,7,0,1,6,10
"NN","L","trapnest_36","High",2023-06-22,173,"year_2023",3,6,1,11,7,0,0,7,11
"NN","L","trapnest_36","High",2023-06-23,174,"year_2023",1,6,0,11,7,1,0,7,11
"NN","L","trapnest_36","High",2023-06-30,181,"year_2023",1,5,0,11,7,1,0,7,11
"NN","L","trapnest_36","High",2023-07-03,184,"year_2023",2,6,0,11,7,1,0,7,11
"NN","L","trapnest_36","High",2023-07-04,185,"year_2023",1,5,0,11,7,1,0,7,11
"NN","L","trapnest_36","High",2023-07-06,187,"year_2023",2,7,0,11,7,0,0,7,11
"BP","M","trapnest_37","Low",2023-07-03,184,"year_2023",1,18,0,0,0,0,0,0,0
"BP","M","trapnest_37","Low",2023-07-04,185,"year_2023",1,18,0,0,0,0,0,0,0
"BP","M","trapnest_37","Low",2023-07-07,188,"year_2023",3,18,0,0,0,0,0,0,0
"BP","M","trapnest_37","Low",2023-07-10,191,"year_2023",1,17,0,0,0,0,0,0,0
"BP","M","trapnest_37","Low",2023-07-12,193,"year_2023",1,18,0,0,0,0,0,0,0
"BP","M","trapnest_37","Low",2023-07-14,195,"year_2023",1,18,0,0,0,0,0,0,0
"BP","M","trapnest_37","Low",2023-07-17,198,"year_2023",2,18,0,0,0,0,0,0,0
"BP","M","trapnest_37","Low",2023-07-20,201,"year_2023",2,18,0,0,0,0,0,0,0
"BP","M","trapnest_37","Low",2023-07-24,205,"year_2023",2,18,0,0,0,0,0,0,0
"BP","M","trapnest_37","Low",2023-07-26,207,"year_2023",1,17,0,0,0,0,0,0,0
"BP","M","trapnest_37","Low",2023-07-28,209,"year_2023",0,17,0,0,0,0,0,0,0
"BP","M","trapnest_37","Low",2023-07-29,210,"year_2023",0,17,0,0,0,0,0,0,0
"BP","M","trapnest_37","Low",2023-08-01,213,"year_2023",2,15,0,0,0,0,0,0,0
"BP","M","trapnest_37","Low",2023-08-04,216,"year_2023",2,17,0,0,0,0,0,0,0
"BP","M","trapnest_37","Low",2023-08-09,221,"year_2023",4,17,0,0,0,0,0,0,0
"BP","M","trapnest_38","Mid",2023-07-03,184,"year_2023",1,12,0,0,0,0,0,0,0
"BP","M","trapnest_38","Mid",2023-07-04,185,"year_2023",1,11,0,0,0,0,0,0,0
"BP","M","trapnest_38","Mid",2023-07-07,188,"year_2023",3,11,0,0,0,0,0,0,0
"BP","M","trapnest_38","Mid",2023-07-10,191,"year_2023",1,12,0,0,0,0,0,0,0
"BP","M","trapnest_38","Mid",2023-07-12,193,"year_2023",1,12,0,0,0,0,0,0,0
"BP","M","trapnest_38","Mid",2023-07-14,195,"year_2023",1,12,0,0,0,0,0,0,0
"BP","M","trapnest_38","Mid",2023-07-17,198,"year_2023",2,12,0,0,0,0,0,0,0
"BP","M","trapnest_38","Mid",2023-07-20,201,"year_2023",2,12,0,0,0,0,0,0,0
"BP","M","trapnest_38","Mid",2023-07-24,205,"year_2023",2,12,0,0,0,0,0,0,0
"BP","M","trapnest_38","Mid",2023-07-26,207,"year_2023",1,12,0,0,0,0,0,0,0
"BP","M","trapnest_38","Mid",2023-07-28,209,"year_2023",0,12,0,0,0,0,0,0,0
"BP","M","trapnest_38","Mid",2023-07-29,210,"year_2023",0,12,0,0,0,0,0,0,0
"BP","M","trapnest_38","Mid",2023-08-01,213,"year_2023",2,12,0,0,0,0,0,0,0
"BP","M","trapnest_38","Mid",2023-08-04,216,"year_2023",2,12,0,0,0,0,0,0,0
"BP","M","trapnest_38","Mid",2023-08-09,221,"year_2023",4,12,0,0,0,0,0,0,0
"BP","M","trapnest_39","High",2023-07-03,184,"year_2023",1,7,0,0,0,0,0,0,0
"BP","M","trapnest_39","High",2023-07-04,185,"year_2023",1,6,0,0,0,0,0,0,0
"BP","M","trapnest_39","High",2023-07-07,188,"year_2023",3,6,0,0,0,0,0,0,0
"BP","M","trapnest_39","High",2023-07-10,191,"year_2023",1,6,0,0,0,0,0,0,0
"BP","M","trapnest_39","High",2023-07-12,193,"year_2023",1,6,0,0,0,0,0,0,0
"BP","M","trapnest_39","High",2023-07-14,195,"year_2023",1,6,0,0,0,0,0,0,0
"BP","M","trapnest_39","High",2023-07-17,198,"year_2023",2,6,0,0,0,0,0,0,0
"BP","M","trapnest_39","High",2023-07-20,201,"year_2023",2,7,0,0,0,0,0,0,0
"BP","M","trapnest_39","High",2023-07-24,205,"year_2023",2,7,0,0,0,0,0,0,0
"BP","M","trapnest_39","High",2023-07-26,207,"year_2023",1,7,0,0,0,0,0,0,0
"BP","M","trapnest_39","High",2023-07-28,209,"year_2023",0,7,0,0,0,0,0,0,0
"BP","M","trapnest_39","High",2023-07-29,210,"year_2023",0,7,0,0,0,0,0,0,0
"BP","M","trapnest_39","High",2023-08-01,213,"year_2023",2,7,0,0,0,0,0,0,0
"BP","M","trapnest_39","High",2023-08-04,216,"year_2023",2,7,0,0,0,0,0,0,0
"BP","M","trapnest_39","High",2023-08-09,221,"year_2023",4,7,0,0,0,0,0,0,0
"BP","A","trapnest_3","High",2023-05-11,131,"year_2023",3,7,0,11,0,0,0,0,11
"BP","A","trapnest_3","High",2023-05-12,132,"year_2023",1,7,0,11,0,0,0,0,11
"BP","A","trapnest_3","High",2023-05-15,135,"year_2023",3,7,0,11,0,0,0,0,11
"BP","A","trapnest_3","High",2023-05-16,136,"year_2023",1,7,0,11,0,0,0,0,11
"BP","A","trapnest_3","High",2023-05-17,137,"year_2023",1,7,0,11,0,0,0,0,11
"BP","A","trapnest_3","High",2023-05-19,139,"year_2023",2,7,0,11,0,0,0,0,11
"BP","A","trapnest_3","High",2023-05-21,141,"year_2023",1,7,0,11,0,0,0,0,11
"BP","A","trapnest_3","High",2023-05-22,142,"year_2023",1,7,0,11,0,0,0,0,11
"BP","A","trapnest_3","High",2023-05-23,143,"year_2023",1,7,1,11,0,0,0,0,11
"BP","A","trapnest_3","High",2023-05-26,146,"year_2023",2,7,1,11,1,1,0,1,11
"BP","A","trapnest_3","High",2023-05-28,148,"year_2023",2,7,0,11,2,1,0,2,11
"BP","A","trapnest_3","High",2023-05-29,149,"year_2023",1,7,1,11,2,1,0,2,11
"BP","A","trapnest_3","High",2023-05-31,151,"year_2023",2,6,1,12,3,1,0,3,12
"BP","A","trapnest_3","High",2023-06-02,153,"year_2023",2,8,3,11,5,3,0,5.5,11.5
"BP","A","trapnest_3","High",2023-06-05,156,"year_2023",1,5,0,13,7,2,0,7,13
"BP","A","trapnest_3","High",2023-06-08,159,"year_2023",2,7,0,11,6,2,0,6,11
"BP","A","trapnest_3","High",2023-06-10,161,"year_2023",0,7,0,11,6,0,0,6,11
"BP","A","trapnest_3","High",2023-06-12,163,"year_2023",1,7,0,11,6,0,0,6,11
"BP","A","trapnest_3","High",2023-06-14,165,"year_2023",0,7,0,11,6,0,0,6,11
"BP","A","trapnest_3","High",2023-06-16,167,"year_2023",1,7,1,11,6,0,0,6,11
"BP","A","trapnest_3","High",2023-06-20,171,"year_2023",3,7,0,11,6,1,0,6,11
"BP","A","trapnest_3","High",2023-06-23,174,"year_2023",3,6,0,11,6,1,0,6,11
"BP","A","trapnest_3","High",2023-06-29,180,"year_2023",1,5,0,11,6,1,0,6,11
"BP","N","trapnest_40","Low",2023-07-03,184,"year_2023",1,18,0,0,0,0,0,0,0
"BP","N","trapnest_40","Low",2023-07-04,185,"year_2023",1,18,0,0,0,0,0,0,0
"BP","N","trapnest_40","Low",2023-07-07,188,"year_2023",3,18,0,0,0,0,0,0,0
"BP","N","trapnest_40","Low",2023-07-10,191,"year_2023",1,18,0,0,0,0,0,0,0
"BP","N","trapnest_40","Low",2023-07-12,193,"year_2023",1,18,0,0,0,0,0,0,0
"BP","N","trapnest_40","Low",2023-07-14,195,"year_2023",1,18,0,0,0,0,0,0,0
"BP","N","trapnest_40","Low",2023-07-17,198,"year_2023",2,18,0,0,0,0,0,0,0
"BP","N","trapnest_40","Low",2023-07-20,201,"year_2023",2,18,0,0,0,0,0,0,0
"BP","N","trapnest_40","Low",2023-07-24,205,"year_2023",2,18,0,0,0,0,0,0,0
"BP","N","trapnest_40","Low",2023-07-26,207,"year_2023",1,18,0,0,0,0,0,0,0
"BP","N","trapnest_40","Low",2023-07-28,209,"year_2023",0,18,0,0,0,0,0,0,0
"BP","N","trapnest_40","Low",2023-07-29,210,"year_2023",0,18,0,0,0,0,0,0,0
"BP","N","trapnest_40","Low",2023-08-01,213,"year_2023",2,18,0,0,0,0,0,0,0
"BP","N","trapnest_40","Low",2023-08-04,216,"year_2023",2,18,0,0,0,0,0,0,0
"BP","N","trapnest_40","Low",2023-08-09,221,"year_2023",4,18,0,0,0,0,0,0,0
"BP","N","trapnest_41","Mid",2023-07-03,184,"year_2023",1,12,0,0,0,0,0,0,0
"BP","N","trapnest_41","Mid",2023-07-04,185,"year_2023",1,10,0,0,0,0,0,0,0
"BP","N","trapnest_41","Mid",2023-07-07,188,"year_2023",3,11,0,0,0,0,0,0,0
"BP","N","trapnest_41","Mid",2023-07-10,191,"year_2023",1,11,0,0,0,0,0,0,0
"BP","N","trapnest_41","Mid",2023-07-12,193,"year_2023",1,12,0,0,0,0,0,0,0
"BP","N","trapnest_41","Mid",2023-07-14,195,"year_2023",1,12,0,0,0,0,0,0,0
"BP","N","trapnest_41","Mid",2023-07-17,198,"year_2023",2,12,0,0,0,0,0,0,0
"BP","N","trapnest_41","Mid",2023-07-20,201,"year_2023",2,12,0,0,0,0,0,0,0
"BP","N","trapnest_41","Mid",2023-07-24,205,"year_2023",2,12,0,0,0,0,0,0,0
"BP","N","trapnest_41","Mid",2023-07-26,207,"year_2023",1,12,0,0,0,0,0,0,0
"BP","N","trapnest_41","Mid",2023-07-28,209,"year_2023",0,12,0,0,0,0,0,0,0
"BP","N","trapnest_41","Mid",2023-07-29,210,"year_2023",0,12,0,0,0,0,0,0,0
"BP","N","trapnest_41","Mid",2023-08-01,213,"year_2023",2,12,0,0,0,0,0,0,0
"BP","N","trapnest_41","Mid",2023-08-04,216,"year_2023",2,12,0,0,0,0,0,0,0
"BP","N","trapnest_41","Mid",2023-08-09,221,"year_2023",4,12,0,0,0,0,0,0,0
"BP","N","trapnest_42","High",2023-07-03,184,"year_2023",1,7,0,0,0,0,0,0,0
"BP","N","trapnest_42","High",2023-07-04,185,"year_2023",1,5,0,0,0,0,0,0,0
"BP","N","trapnest_42","High",2023-07-07,188,"year_2023",3,7,0,0,0,0,0,0,0
"BP","N","trapnest_42","High",2023-07-10,191,"year_2023",1,7,0,0,0,0,0,0,0
"BP","N","trapnest_42","High",2023-07-12,193,"year_2023",1,7,0,0,0,0,0,0,0
"BP","N","trapnest_42","High",2023-07-14,195,"year_2023",1,7,0,0,0,0,0,0,0
"BP","N","trapnest_42","High",2023-07-17,198,"year_2023",2,7,0,0,0,0,0,0,0
"BP","N","trapnest_42","High",2023-07-20,201,"year_2023",2,7,0,0,0,0,0,0,0
"BP","N","trapnest_42","High",2023-07-24,205,"year_2023",2,7,0,0,0,0,0,0,0
"BP","N","trapnest_42","High",2023-07-26,207,"year_2023",1,7,0,0,0,0,0,0,0
"BP","N","trapnest_42","High",2023-07-28,209,"year_2023",0,7,0,0,0,0,0,0,0
"BP","N","trapnest_42","High",2023-07-29,210,"year_2023",0,7,0,0,0,0,0,0,0
"BP","N","trapnest_42","High",2023-08-01,213,"year_2023",2,7,0,0,0,0,0,0,0
"BP","N","trapnest_42","High",2023-08-04,216,"year_2023",2,7,0,0,0,0,0,0,0
"BP","N","trapnest_42","High",2023-08-09,221,"year_2023",4,7,0,0,0,0,0,0,0
"BP","O","trapnest_43","Low",2023-07-03,184,"year_2023",1,18,0,0,0,0,0,0,0
"BP","O","trapnest_43","Low",2023-07-04,185,"year_2023",1,18,0,0,0,0,0,0,0
"BP","O","trapnest_43","Low",2023-07-07,188,"year_2023",3,15,0,0,0,0,0,0,0
"BP","O","trapnest_43","Low",2023-07-10,191,"year_2023",1,15,0,0,0,0,0,0,0
"BP","O","trapnest_43","Low",2023-07-12,193,"year_2023",1,18,0,0,0,0,0,0,0
"BP","O","trapnest_43","Low",2023-07-14,195,"year_2023",1,17,0,0,0,0,0,0,0
"BP","O","trapnest_43","Low",2023-07-17,198,"year_2023",2,17,0,0,0,0,0,0,0
"BP","O","trapnest_43","Low",2023-07-20,201,"year_2023",2,17,0,0,0,0,0,0,0
"BP","O","trapnest_43","Low",2023-07-24,205,"year_2023",2,17,0,0,0,0,0,0,0
"BP","O","trapnest_43","Low",2023-07-26,207,"year_2023",1,17,0,0,0,0,0,0,0
"BP","O","trapnest_43","Low",2023-07-28,209,"year_2023",0,17,0,0,0,0,0,0,0
"BP","O","trapnest_43","Low",2023-07-29,210,"year_2023",0,17,0,0,0,0,0,0,0
"BP","O","trapnest_43","Low",2023-08-01,213,"year_2023",2,17,0,0,0,0,0,0,0
"BP","O","trapnest_43","Low",2023-08-04,216,"year_2023",2,18,0,0,0,0,0,0,0
"BP","O","trapnest_43","Low",2023-08-09,221,"year_2023",4,17,0,0,0,0,0,0,0
"BP","O","trapnest_44","Mid",2023-07-03,184,"year_2023",1,12,0,0,0,0,0,0,0
"BP","O","trapnest_44","Mid",2023-07-04,185,"year_2023",1,12,0,0,0,0,0,0,0
"BP","O","trapnest_44","Mid",2023-07-07,188,"year_2023",3,12,0,0,0,0,0,0,0
"BP","O","trapnest_44","Mid",2023-07-10,191,"year_2023",1,12,0,0,0,0,0,0,0
"BP","O","trapnest_44","Mid",2023-07-12,193,"year_2023",1,12,0,0,0,0,0,0,0
"BP","O","trapnest_44","Mid",2023-07-14,195,"year_2023",1,12,0,0,0,0,0,0,0
"BP","O","trapnest_44","Mid",2023-07-17,198,"year_2023",2,12,0,0,0,0,0,0,0
"BP","O","trapnest_44","Mid",2023-07-20,201,"year_2023",2,12,0,0,0,0,0,0,0
"BP","O","trapnest_44","Mid",2023-07-24,205,"year_2023",2,12,0,0,0,0,0,0,0
"BP","O","trapnest_44","Mid",2023-07-26,207,"year_2023",1,12,0,0,0,0,0,0,0
"BP","O","trapnest_44","Mid",2023-07-28,209,"year_2023",0,12,0,0,0,0,0,0,0
"BP","O","trapnest_44","Mid",2023-07-29,210,"year_2023",0,12,0,0,0,0,0,0,0
"BP","O","trapnest_44","Mid",2023-08-01,213,"year_2023",2,12,0,0,0,0,0,0,0
"BP","O","trapnest_44","Mid",2023-08-04,216,"year_2023",2,12,0,0,0,0,0,0,0
"BP","O","trapnest_44","Mid",2023-08-09,221,"year_2023",4,12,0,0,0,0,0,0,0
"BP","O","trapnest_45","High",2023-07-03,184,"year_2023",1,7,0,0,0,0,0,0,0
"BP","O","trapnest_45","High",2023-07-04,185,"year_2023",1,3,0,0,0,0,0,0,0
"BP","O","trapnest_45","High",2023-07-07,188,"year_2023",3,4,0,0,0,0,0,0,0
"BP","O","trapnest_45","High",2023-07-10,191,"year_2023",1,4,0,0,0,0,0,0,0
"BP","O","trapnest_45","High",2023-07-12,193,"year_2023",1,7,0,0,0,0,0,0,0
"BP","O","trapnest_45","High",2023-07-14,195,"year_2023",1,7,0,0,0,0,0,0,0
"BP","O","trapnest_45","High",2023-07-17,198,"year_2023",2,7,0,0,0,0,0,0,0
"BP","O","trapnest_45","High",2023-07-20,201,"year_2023",2,7,0,0,0,0,0,0,0
"BP","O","trapnest_45","High",2023-07-24,205,"year_2023",2,7,0,0,0,0,0,0,0
"BP","O","trapnest_45","High",2023-07-26,207,"year_2023",1,7,0,0,0,0,0,0,0
"BP","O","trapnest_45","High",2023-07-28,209,"year_2023",0,7,0,0,0,0,0,0,0
"BP","O","trapnest_45","High",2023-07-29,210,"year_2023",0,7,0,0,0,0,0,0,0
"BP","O","trapnest_45","High",2023-08-01,213,"year_2023",2,7,0,0,0,0,0,0,0
"BP","O","trapnest_45","High",2023-08-04,216,"year_2023",2,7,0,0,0,0,0,0,0
"BP","O","trapnest_45","High",2023-08-09,221,"year_2023",4,7,0,0,0,0,0,0,0
"BP","P","trapnest_46","Low",2023-07-03,184,"year_2023",1,18,0,0,0,0,0,0,0
