Site,Subsite,Trapnest,Treatment,Cavity_size,Cavity_number,Straw_ID,Nest_ID,Cell_number,Cell_position,Date,Cell_occupant,Species_or_subtype,Collection,Sex,Comments
NN,I,25,Low,small,16,b,25_16b,NA,not last cell,2023-06-08,unknown larva,NA,not collected,NA,
NN,J,28,Low,small,3,a,28_3a,1,NA,2023-06-22,parasite,sapyga,not collected,NA,
NN,J,28,Low,small,3,a,28_3a,2,NA,2023-06-22,parasite,sapyga,not collected,NA,
NN,J,28,Low,small,3,a,28_3a,3,NA,2023-06-30,parasite,sapyga,not collected,NA,
NN,J,28,Low,small,3,a,28_3a,4,NA,2023-06-30,parasite,sapyga,in collection - this cell,NA,
NN,J,28,Low,small,17,a,28_17a,1,NA,2023-05-29,osmia,pumila,in collection,female,
NN,J,28,Low,small,17,a,28_17a,2,NA,2023-05-29,parasite,sapyga,in collection,NA,
NN,J,28,Low,small,17,a,28_17a,3,NA,2023-05-29,osmia,pumila,in collection,male,
NN,J,29,Mid,medium,1,b,29_1b,1,NA,2023-05-31,pollen mass,NA,not collected,NA,
NN,J,29,Mid,medium,1,b,29_1b,2,NA,2023-06-01,pollen mass,NA,not collected,NA,
NN,J,29,Mid,medium,1,b,29_1b,3,NA,2023-06-01,osmia,NA,in collection - this cell,NA,
NN,J,29,Mid,medium,1,b,29_1b,4,NA,2023-06-01,osmia,NA,in collection - this cell,NA,
NN,J,29,Mid,medium,4,a,29_4a,NA,unknown 1,2023-05-22,parasite,small parasite,not collected,NA,unsure which cell
NN,J,29,Mid,medium,4,a,29_4a,NA,unknown 2,2023-05-22,unknown larva,NA,not collected,NA,"May 18, 19, 22 or 31 "
NN,J,29,Mid,medium,4,a,29_4a,NA,unknown 3,2023-05-18,unknown larva,NA,not collected,NA,"May 18, 19, 22 or 31 "
NN,J,29,Mid,medium,4,a,29_4a,NA,unknown 4,2023-05-19,unknown larva,NA,not collected,NA,"May 18, 19, 22 or 31 "
NN,J,29,Mid,medium,4,a,29_4a,NA,unknown 5,2023-05-19,unknown larva,NA,not collected,NA,"May 18, 19, 22 or 31 "
NN,J,29,Mid,medium,4,a,29_4a,NA,unknown 6,2023-05-31,unknown larva,NA,not collected,NA,"May 18, 19, 22 or 31 "
NN,J,29,Mid,medium,4,a,29_4a,NA,unknown 7,2023-05-31,pollen mass,NA,not collected,NA,"May 18, 19, 22 or 31 "
NN,J,29,Mid,medium,7,a,29_7a,NA,unknown,2023-05-25,osmia,NA,in collection,NA,"May 25, 26, 29, or 31"
NN,J,29,Mid,medium,7,a,29_7a,NA,unknown,2023-05-26,osmia,NA,in collection,NA,"May 25, 26, 29, or 31"
NN,J,29,Mid,medium,7,a,29_7a,NA,unknown,2023-05-29,osmia,NA,in collection,NA,"May 25, 26, 29, or 31"
NN,J,29,Mid,medium,7,a,29_7a,NA,unknown,2023-05-29,osmia,NA,in collection,NA,"May 25, 26, 29, or 31"
NN,J,29,Mid,medium,7,a,29_7a,NA,unknown,2023-05-31,osmia,NA,in collection,NA,"May 25, 26, 29, or 31"
NN,J,29,Mid,medium,7,a,29_7a,NA,unknown,2023-05-31,osmia,NA,in collection,NA,"May 25, 26, 29, or 31"
NN,J,30,High,medium,7,a,30_7a,NA,last cell,2023-06-30,pollen mass,NA,not collected,NA,
NN,J,30,High,medium,7,a,30_7a,NA,unknown,2023-06-30,pollen mass,NA,not collected,NA,
NN,J,30,High,medium,7,a,30_7a,NA,unknown,2023-06-30,pollen mass,NA,not collected,NA,
NN,J,30,High,medium,7,a,30_7a,NA,unknown,2023-06-30,pollen mass,NA,not collected,NA,
NN,J,30,High,medium,7,a,30_7a,NA,unknown,2023-06-30,pollen mass,NA,not collected,NA,
NN,J,30,High,medium,7,a,30_7a,NA,unknown,2023-06-30,pollen mass,NA,not collected,NA,
NN,J,30,High,medium,7,a,30_7a,NA,unknown,2023-06-30,pollen mass,NA,not collected,NA,
NN,J,30,High,medium,7,a,30_7a,NA,unknown,2023-06-30,pollen mass,NA,not collected,NA,
NN,J,30,High,small,12,a,30_12a,1,NA,2023-06-22,pollen mass,NA,not collected,NA,
NN,J,30,High,small,12,a,30_12a,2,NA,2023-06-22,pollen mass,NA,not collected,NA,
NN,J,30,High,small,12,a,30_12a,3,NA,2023-06-30,pollen mass,NA,not collected,NA,
NN,J,30,High,small,12,a,30_12a,4,NA,2023-06-30,pollen mass,NA,not collected,NA,
NN,J,30,High,small,12,a,30_12a,5,NA,2023-06-30,pollen mass,NA,not collected,NA,
NN,J,30,High,small,12,a,30_12a,6,NA,2023-06-30,pollen mass,NA,not collected,NA,
NN,J,30,High,small,12,a,30_12a,7,NA,2023-06-30,pollen mass,NA,not collected,NA,
NN,J,30,High,small,12,a,30_12a,8,NA,2023-06-30,pollen mass,NA,not collected,NA,
NN,J,30,High,small,12,a,30_12a,9,NA,2023-06-30,pollen mass,NA,not collected,NA,
NN,K,32,Mid,small,8,b,32_8b,1,NA,2023-06-01,unknown larva,NA,not collected,NA,
NN,K,32,Mid,small,8,b,32_8b,2,NA,2023-06-01,osmia,tersula,in collection,male,
NN,L,35,Mid,small,7,a,35_7a,1,NA,2023-06-22,pollen mass,NA,not collected,NA,
NN,L,35,Mid,medium,8,a,35_8a,1,NA,2023-06-08,parasite,sapyga,not collected,NA,
NN,L,35,Mid,small,9,c,35_9c,1,NA,2023-07-06,pollen mass,NA,not collected,NA,
NN,L,36,High,small,1,a,36_1a,1,NA,2023-05-29,pollen mass,NA,not collected,NA,
NN,L,36,High,small,1,a,36_1a,2,NA,2023-05-31,unknown larva,NA,not collected,NA,
NN,L,36,High,small,1,a,36_1a,3,NA,2023-05-31,unknown larva,NA,not collected,NA,
NN,L,36,High,small,1,a,36_1a,4,NA,2023-05-31,unknown larva,NA,not collected,NA,
NN,L,36,High,small,1,a,36_1a,5,NA,2023-05-31,unknown larva,NA,not collected,NA,
NN,L,36,High,small,1,a,36_1a,6,NA,2023-05-31,osmia,NA,not collected,NA,
NN,L,36,High,small,1,a,36_1a,7,NA,2023-06-01,unknown larva,NA,not collected,NA,
NN,L,36,High,small,1,a,36_1a,8,NA,2023-06-01,unknown larva,NA,not collected,NA,
NN,L,36,High,small,1,a,36_1a,9,NA,2023-06-01,empty,NA,not collected,NA,
NN,L,36,High,small,3,b,36_3b,NA,unknown,2023-06-04,parasite,small parasite ,not collected,NA,unsure which cell
NN,L,36,High,small,3,b,36_3b,NA,unknown,2023-06-04,pollen mass,NA,not collected,NA,
NN,L,36,High,small,3,b,36_3b,NA,unknown,2023-06-04,unknown larva,NA,not collected,NA,
NN,L,36,High,small,3,b,36_3b,NA,unknown,2023-06-04,unknown larva,NA,not collected,NA,
NN,L,36,High,small,3,b,36_3b,NA,unknown,2023-06-08,unknown larva,NA,not collected,NA,
NN,L,36,High,small,3,b,36_3b,NA,unknown,2023-06-08,pollen mass,NA,not collected,NA,
NN,L,36,High,small,3,b,36_3b,NA,unknown,2023-06-11,unknown larva,NA,not collected,NA,
NN,L,36,High,small,3,b,36_3b,NA,unknown,2023-06-11,unknown larva,NA,not collected,NA,
NN,L,36,High,small,3,b,36_3b,NA,unknown,2023-06-15,unknown larva,NA,not collected,NA,
NN,L,36,High,small,4,b,36_4b,1,NA,2023-05-31,pollen mass,NA,not collected,NA,
NN,L,36,High,small,4,b,36_4b,2,NA,2023-06-01,parasite,sapyga,not collected,NA,
NN,L,36,High,small,4,b,36_4b,3,NA,2023-06-01,osmia,NA,not collected,NA,
NN,L,36,High,small,4,b,36_4b,4,NA,2023-06-01,osmia,NA,not collected,NA,
NN,L,36,High,small,4,b,36_4b,5,NA,2023-06-01,unknown larva,NA,not collected,NA,
NN,L,36,High,small,4,b,36_4b,6,NA,2023-06-04,osmia,NA,in collection,NA,
NN,L,36,High,small,6,a,36_6a,1,NA,2023-05-29,osmia,tersula,in collection,female,
NN,L,36,High,small,6,a,36_6a,2,NA,2023-06-01,parasite,sapyga,in collection,NA,
NN,L,36,High,small,6,a,36_6a,3,NA,2023-06-04,osmia,tersula,in collection,NA,
NN,L,36,High,small,6,a,36_6a,4,NA,2023-06-04,parasite,sapyga,in collection,NA,
NN,L,36,High,small,8,b,36_8b,1,NA,2023-06-22,pollen mass,NA,not collected,NA,
NN,L,36,High,small,8,b,36_8b,2,NA,2023-06-30,pollen mass,NA,not collected,NA,
NN,L,36,High,medium,9,a,36_9a,1,NA,2023-05-31,pollen mass,NA,not collected,NA,
NN,L,36,High,medium,9,a,36_9a,2,NA,2023-05-31,parasite,sapyga,in collection - this cell,NA,
NN,L,36,High,small,13,b,36_13b,1,NA,2023-06-04,osmia,tersula,not collected,NA,
NN,L,36,High,small,13,b,36_13b,2,NA,2023-06-04,unknown larva,NA,not collected,NA,
NN,L,36,High,small,13,b,36_13b,3,NA,2023-06-04,osmia,tersula,in collection - this cell,female,
NN,L,36,High,small,15,b,36_15b,1,NA,2023-06-08,osmia,NA,in collection - this cell,NA,
NN,L,36,High,small,15,b,36_15b,2,NA,2023-06-08,empty,NA,not collected,NA,
BP,N,42,High,large,1,b,42_1b,1,NA,2023-07-24,megachile,relativa,in collection,female,
BP,N,42,High,large,14,a,42_14a,NA,unknown,2023-07-24,unknown larva,NA,not collected,NA,
BP,N,42,High,large,14,a,42_14a,NA,unknown,2023-07-26,empty,NA,not collected,NA,
BP,N,42,High,large,14,a,42_14a,NA,unknown,2023-07-26,empty,NA,not collected,NA,
BP,O,43,Low,,3,a,43_3a,NA,unknown,2023-08-01,megachile,NA,not collected,NA,nest does not exist in the data sheet
BP,O,43,Low,,3,a,43_3a,NA,unknown,2023-07-14,empty,NA,not collected,NA,nest does not exist in the data sheet
BP,O,43,Low,,3,a,43_3a,NA,unknown,2023-07-12,mold,NA,not collected,NA,nest does not exist in the data sheet
BP,O,43,Low,,3,a,43_3a,NA,unknown,2023-07-24,pollen mass,NA,not collected,NA,nest does not exist in the data sheet
BP,O,43,Low,,3,a,43_3a,NA,unknown,2023-07-17,empty,NA,not collected,NA,nest does not exist in the data sheet
BP,O,43,Low,small,4,b,43_4b,1,NA,2023-08-04,megachile,NA,in collection,male,
BP,O,43,Low,small,17,a,43_17a,NA,unknown,2023-07-07,heriades,NA,in collection,female,july 7 or 10
BP,O,43,Low,small+E916,17,a,43_17a,NA,unknown,2023-07-07,heriades,NA,in collection,male,july 7 or 10
BP,O,43,Low,small,17,a,43_17a,NA,unknown,2023-07-23,heriades,NA,not collected,NA,july 7 or 10
BP,O,43,Low,small,17,a,43_17a,NA,unknown,2023-07-23,heriades,NA,not collected,NA,july 7 or 10
BP,O,43,Low,small,17,a,43_17a,NA,unknown,2023-07-23,heriades,NA,not collected,NA,july 7 or 10
BP,O,43,Low,small,17,a,43_17a,NA,unknown,2023-07-23,heriades,NA,not collected,NA,july 7 or 10
BP,O,43,Low,small,17,a,43_17a,NA,unknown,2023-07-23,heriades,NA,not collected,NA,july 7 or 10
BP,O,44,Mid,medium,3,a,44_3a,NA,unknown,2023-07-28,pollen mass,NA,not collected,NA,
BP,O,44,Mid,medium,3,a,44_3a,NA,unknown,2023-07-28,pollen mass,NA,not collected,NA,
BP,O,44,Mid,medium,3,a,44_3a,NA,unknown,2023-07-24,pollen mass,NA,not collected,NA,
BP,O,44,Mid,medium,3,a,44_3a,NA,not last cell,2023-07-24,megachile,pugnata,not collected,NA,
BP,O,44,Mid,medium,3,a,44_3a,NA,unknown,2023-08-01,pollen mass,NA,not collected,NA,
BP,O,44,Mid,medium,3,a,44_3a,NA,last cell,2023-08-01,megachile,pugnata,in collection,male,has mites!
BP,O,44,Mid,medium,3,a,44_3a,NA,unknown,2023-07-26,pollen mass,NA,not collected,NA,
BP,O,44,Mid,medium,3,b,44_3b,NA,unknown,2023-08-09,empty,NA,not collected,NA,
BP,O,44,Mid,medium,3,b,44_3b,NA,unknown,2023-08-09,empty,NA,not collected,NA,
BP,O,44,Mid,small,6,a,44_6a,NA,not last cell,2023-07-20,pollen mass,NA,not collected,NA,
BP,O,44,Mid,small,6,a,44_6a,NA,last cell,2023-07-24,pollen mass,NA,not collected,NA,
BP,O,44,Mid,medium,8,a,44_8a,NA,unknown,2023-07-26,megachile,rotundata,in collection,female,2 cells missing
BP,O,44,Mid,medium,8,a,44_8a,NA,unknown,2023-07-24,pollen mass,NA,not collected,NA,2 cells missing
BP,O,44,Mid,medium,8,a,44_8a,NA,unknown,2023-08-01,pollen mass,NA,not collected,NA,2 cells missing
BP,O,44,Mid,small,14,b,44_14b,NA,unknown,2023-07-24,pollen mass,NA,not collected,NA,
BP,O,44,Mid,small,14,b,44_14b,NA,unknown,2023-07-26,pollen mass,NA,not collected,NA,
BP,O,44,Mid,medium,15,a,44_15a,1,NA,2023-07-24,empty,NA,not collected,NA,
BP,O,44,Mid,medium,17,a,44_17a,1,NA,2023-08-01,pollen mass,NA,not collected,NA,
BP,O,44,Mid,medium,17,a,44_17a,2,NA,2023-08-04,pollen mass,NA,not collected,NA,
BP,O,44,Mid,medium,17,a,44_17a,3,NA,2023-08-09,pollen mass,NA,not collected,NA,
BP,O,45,High,medium,11,a,45_11a,1,NA,2023-08-04,megachile,relativa,in collection,female,
BP,O,45,High,medium,11,a,45_11a,2,NA,2023-08-09,megachile,relativa,in collection,male,
BP,Q,50,Mid,small,12,a,50_12a,1,NA,2023-07-04,empty,NA,not collected,NA,
BP,Q,51,High,small,4,a,51_4a,1,NA,2023-07-04,empty,NA,not collected,NA,
BP,R,53,Mid,small,4,b,53_4b,NA,not last cell,2023-07-17,pollen mass,NA,not collected,NA,
BP,R,53,Mid,small,4,b,53_4b,NA,not last cell,2023-07-20,pollen mass,NA,not collected,NA,
BP,R,53,Mid,small,4,b,53_4b,NA,not last cell,2023-07-20,pollen mass,NA,not collected,NA,
BP,R,53,Mid,small,4,b,53_4b,NA,last cell,2023-07-24,heriades,NA,in collection,male,
CP,T,59,Mid,small,4,a,59_4a,NA,last cell,2023-07-10,heriades,sapyga,not collected,NA,only cell
CP,U,62,Mid,small,15,a,62_15a,NA,unknown 1,2023-07-05,unknown larva,NA,not collected,NA,
CP,U,62,Mid,small,15,a,62_15a,NA,unknown 2,2023-07-05,pollen mass,NA,not collected,NA,
CP,U,62,Mid,small,15,a,62_15a,NA,unknown 3,2023-07-07,unknown larva,NA,not collected,NA,
CP,U,62,Mid,small,15,a,62_15a,NA,unknown 4,2023-07-07,unknown larva,NA,not collected,NA,
CP,V,64,Low,medium ,3,a,64_3a,NA,not last cell,2023-07-12,heriades,NA,in collection,male,
CP,V,64,Low,medium ,3,a,64_3a,NA,not last cell,2023-07-17,heriades,NA,in collection,female,
CP,V,64,Low,medium ,3,a,64_3a,NA,not last cell,2023-07-17,heriades,NA,not collected,NA,
CP,V,64,Low,medium ,3,a,64_3a,NA,not last cell,2023-07-17,heriades,NA,not collected,NA,
CP,V,64,Low,medium ,3,a,64_3a,NA,last cell,2023-07-20,heriades,NA,not collected,NA,
CP,V,64,Low,small,4,a,64_4a,NA,last cell,2023-07-12,parasite,sapyga,not collected,NA,july 17 or 20
CP,V,64,Low,small,4,a,64_4a,NA,not last cell,2023-07-10,pollen mass,NA,not collected,NA,
CP,V,64,Low,small,4,a,64_4a,NA,not last cell,2023-07-10,pollen mass,NA,not collected,NA,
CP,V,64,Low,small,4,a,64_4a,NA,not last cell,2023-07-10,heriades,NA,in collection,male,
CP,V,64,Low,small,4,a,64_4a,NA,not last cell,2023-07-10,heriades,NA,in collection,female,
CP,V,64,Low,small,4,a,64_4a,NA,not last cell,2023-07-07,parasite,sapyga,in collection (order and dates of cells?),NA,
CP,V,64,Low,small,4,a,64_4a,NA,not last cell,2023-07-07,heriades,NA,not collected,NA,
CP,V,64,Low,small,4,a,64_4a,NA,not last cell,2023-07-07,heriades,NA,not collected,NA,
CP,V,64,Low,small,4,a,64_4a,NA,not last cell,2023-07-07,heriades,NA,not collected,NA,
CP,V,64,Low,small,4,a,64_4a,NA,not last cell,2023-07-07,heriades,NA,not collected,NA,
CP,V,64,Low,small,14,a,64_14a,1,NA,2023-05-07,pollen mass,NA,not collected,NA,
CP,V,64,Low,small,14,a,64_14a,2,NA,2023-05-07,unknown larva,NA,not collected,NA,
CP,V,64,Low,small,14,a,64_14a,3,NA,2023-05-07,heriades,NA,not collected,NA,
CP,V,64,Low,small,14,a,64_14a,4,NA,2023-07-07,unknown larva,NA,not collected,NA,
CP,V,64,Low,small,14,a,64_14a,5,NA,2023-07-07,heriades,NA,in collection - this cell,female,
CP,V,64,Low,small,14,a,64_14a,6,NA,2023-07-07,pollen mass,NA,not collected,NA,
CP,V,64,Low,small,14,a,64_14a,7,NA,2023-07-07,pollen mass,NA,not collected,NA,
CP,V,64,Low,small,14,a,64_14a,8,NA,2023-07-10,pollen mass,NA,not collected,NA,
CP,V,64,Low,small,14,a,64_14a,9,NA,2023-07-10,pollen mass,NA,not collected,NA,
CP,V,64,Low,small,14,a,64_14a,10,NA,2023-07-10,unknown larva,NA,not collected,NA,
CP,V,64,Low,small,14,a,64_14a,11,NA,2023-07-10,heriades,NA,in collection - this cell,male,
CP,V,64,Low,small,14,b,64_14b,NA,unknown,2023-07-14,empty,NA,not collected,NA,
CP,V,64,Low,small,14,b,64_14b,NA,unknown,2023-07-17,empty,NA,not collected,NA,
CP,V,64,Low,small,14,b,64_14b,NA,unknown,2023-07-17,parasite,meloidae,in collection,NA,
CP,V,64,Low,small,14,b,64_14b,NA,unknown,2023-07-17,parasite,meloidae,in collection,NA,july 17 or 20
CP,W,67,Low,medium ,15,a,67_15a,NA,last cell,2023-07-07,pollen mass,NA,not collected,NA,
CP,W,67,Low,medium ,15,a,67_15a,NA,not last cell,2023-07-05,pollen mass,NA,not collected,NA,
CP,W,67,Low,medium ,15,a,67_15a,NA,not last cell,2023-07-05,pollen mass,NA,not collected,NA,
CP,W,67,Low,medium ,15,b,67_15b,NA,last cell,2023-07-12,parasite,meloidae,in collection,NA,only cell
CP,X,70,Low,small,5,a,70_5a,NA,unknown,2023-08-09,empty,NA,not collected,NA,
CP,X,71,Mid,small,11,a,71_11a,NA,last cell,2023-07-28,megachile,NA,in collection,cant tell,
CP,X,71,Mid,medium,13,b,71_13b,NA,last cell,2023-07-20,megachile,pugnata,in collection,male,
CP,X,71,Mid,medium,13,b,71_13b,NA,not last cell,2023-07-20,mold,NA,not collected,NA,
CP,X,71,Mid,medium,13,b,71_13b,NA,not last cell,2023-07-20,mold,NA,not collected,NA,
CP,X,71,Mid,medium,13,b,71_13b,NA,not last cell,2023-07-20,megachile,pugnata,in collection,male,
