"","Date","Site","Subsite","Trapnest","Treatment","Cavity_size","Filled_length_mm","Straw_length_mm","Nest_ID","Cavity_ID","Status","Occupant","Good_days","Bee_choice","Available_prior","New_nests_os","New_nests_meg","New_nest_sum","Osmia_ps_prior","Osmia_no_ps_prior","Meg_ps_prior","Meg_no_ps_prior"
"179",2023-05-12,"BP","A",1,"Low","medium",NA,NA,"1_10a","1_10","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"180",2023-05-12,"BP","A",1,"Low","small",NA,NA,"1_11a","1_11","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"181",2023-05-12,"BP","A",1,"Low","medium",NA,NA,"1_2a","1_2","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"182",2023-05-12,"BP","A",1,"Low","medium",NA,NA,"1_12a","1_12","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"183",2023-05-12,"BP","A",1,"Low","small","91","141","1_16a","1_16","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"184",2023-05-12,"BP","A",1,"Low","medium",NA,NA,"1_18a","1_18","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"185",2023-05-12,"BP","A",1,"Low","small",NA,NA,"1_13a","1_13","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"186",2023-05-12,"BP","A",1,"Low","small",NA,NA,"1_14a","1_14","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"187",2023-05-12,"BP","A",1,"Low","large",NA,NA,"1_15a","1_15","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"188",2023-05-12,"BP","A",1,"Low","small",NA,NA,"1_17a","1_17","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"189",2023-05-12,"BP","A",1,"Low","small",NA,NA,"1_3a","1_3","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"190",2023-05-15,"BP","A",1,"Low","small",NA,NA,"1_4a","1_4","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"191",2023-05-15,"BP","A",1,"Low","large",NA,NA,"1_5a","1_5","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"192",2023-05-15,"BP","A",1,"Low","small",NA,NA,"1_6a","1_6","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"193",2023-05-15,"BP","A",1,"Low","medium",NA,NA,"1_7a","1_7","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"194",2023-05-15,"BP","A",1,"Low","medium",NA,NA,"1_8a","1_8","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"195",2023-05-15,"BP","A",1,"Low","small",NA,NA,"1_9a","1_9","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"196",2023-05-15,"BP","A",1,"Low","medium",NA,NA,"1_10a","1_10","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"197",2023-05-15,"BP","A",1,"Low","small",NA,NA,"1_11a","1_11","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"198",2023-05-15,"BP","A",1,"Low","medium",NA,NA,"1_12a","1_12","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"199",2023-05-15,"BP","A",1,"Low","medium",NA,NA,"1_2a","1_2","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"200",2023-05-15,"BP","A",1,"Low","small","91","141","1_16a","1_16","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"201",2023-05-15,"BP","A",1,"Low","medium",NA,NA,"1_18a","1_18","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"202",2023-05-15,"BP","A",1,"Low","small",NA,NA,"1_1a","1_1","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"203",2023-05-15,"BP","A",1,"Low","small",NA,NA,"1_13a","1_13","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"204",2023-05-15,"BP","A",1,"Low","small",NA,NA,"1_14a","1_14","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"205",2023-05-15,"BP","A",1,"Low","large",NA,NA,"1_15a","1_15","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"206",2023-05-15,"BP","A",1,"Low","small",NA,NA,"1_17a","1_17","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"207",2023-05-15,"BP","A",1,"Low","small",NA,NA,"1_3a","1_3","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"208",2023-05-16,"BP","A",1,"Low","small",NA,NA,"1_4a","1_4","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"209",2023-05-16,"BP","A",1,"Low","large",NA,NA,"1_5a","1_5","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"210",2023-05-16,"BP","A",1,"Low","small",NA,NA,"1_6a","1_6","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"211",2023-05-16,"BP","A",1,"Low","medium",NA,NA,"1_7a","1_7","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"212",2023-05-16,"BP","A",1,"Low","medium",NA,NA,"1_8a","1_8","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"213",2023-05-16,"BP","A",1,"Low","small",NA,NA,"1_9a","1_9","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"214",2023-05-16,"BP","A",1,"Low","medium",NA,NA,"1_10a","1_10","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"215",2023-05-16,"BP","A",1,"Low","small",NA,NA,"1_11a","1_11","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"216",2023-05-16,"BP","A",1,"Low","medium",NA,NA,"1_12a","1_12","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"217",2023-05-16,"BP","A",1,"Low","medium",NA,NA,"1_2a","1_2","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"218",2023-05-16,"BP","A",1,"Low","small","91","141","1_16a","1_16","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"219",2023-05-16,"BP","A",1,"Low","medium",NA,NA,"1_18a","1_18","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"220",2023-05-16,"BP","A",1,"Low","small",NA,NA,"1_13a","1_13","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"221",2023-05-16,"BP","A",1,"Low","small",NA,NA,"1_14a","1_14","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"222",2023-05-16,"BP","A",1,"Low","large",NA,NA,"1_15a","1_15","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"223",2023-05-16,"BP","A",1,"Low","small",NA,NA,"1_1a","1_1","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"224",2023-05-16,"BP","A",1,"Low","small",NA,NA,"1_17a","1_17","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"225",2023-05-16,"BP","A",1,"Low","small",NA,NA,"1_3a","1_3","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"226",2023-05-17,"BP","A",1,"Low","small",NA,NA,"1_4a","1_4","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"227",2023-05-17,"BP","A",1,"Low","large",NA,NA,"1_5a","1_5","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"228",2023-05-17,"BP","A",1,"Low","small",NA,NA,"1_6a","1_6","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"229",2023-05-17,"BP","A",1,"Low","medium",NA,NA,"1_7a","1_7","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"230",2023-05-17,"BP","A",1,"Low","medium",NA,NA,"1_8a","1_8","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"231",2023-05-17,"BP","A",1,"Low","small",NA,NA,"1_9a","1_9","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"232",2023-05-17,"BP","A",1,"Low","medium",NA,NA,"1_10a","1_10","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"233",2023-05-17,"BP","A",1,"Low","small",NA,NA,"1_11a","1_11","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"234",2023-05-17,"BP","A",1,"Low","medium",NA,NA,"1_12a","1_12","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"235",2023-05-17,"BP","A",1,"Low","small","91","141","1_16a","1_16","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"236",2023-05-17,"BP","A",1,"Low","medium",NA,NA,"1_2a","1_2","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"237",2023-05-17,"BP","A",1,"Low","medium",NA,NA,"1_18a","1_18","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"238",2023-05-17,"BP","A",1,"Low","small",NA,NA,"1_13a","1_13","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"239",2023-05-17,"BP","A",1,"Low","small",NA,NA,"1_14a","1_14","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"240",2023-05-17,"BP","A",1,"Low","large",NA,NA,"1_15a","1_15","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"241",2023-05-17,"BP","A",1,"Low","small",NA,NA,"1_17a","1_17","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"242",2023-05-17,"BP","A",1,"Low","small",NA,NA,"1_1a","1_1","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"243",2023-05-17,"BP","A",1,"Low","small",NA,NA,"1_3a","1_3","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"244",2023-05-19,"BP","A",1,"Low","small",NA,NA,"1_4a","1_4","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"245",2023-05-19,"BP","A",1,"Low","large",NA,NA,"1_5a","1_5","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"246",2023-05-19,"BP","A",1,"Low","small",NA,NA,"1_6a","1_6","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"247",2023-05-19,"BP","A",1,"Low","medium",NA,NA,"1_7a","1_7","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"248",2023-05-19,"BP","A",1,"Low","medium",NA,NA,"1_8a","1_8","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"249",2023-05-19,"BP","A",1,"Low","small",NA,NA,"1_9a","1_9","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"250",2023-05-19,"BP","A",1,"Low","medium",NA,NA,"1_10a","1_10","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"251",2023-05-19,"BP","A",1,"Low","small",NA,NA,"1_11a","1_11","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"252",2023-05-19,"BP","A",1,"Low","medium",NA,NA,"1_12a","1_12","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"253",2023-05-19,"BP","A",1,"Low","small","91","141","1_16a","1_16","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"254",2023-05-19,"BP","A",1,"Low","medium",NA,NA,"1_18a","1_18","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"255",2023-05-19,"BP","A",1,"Low","small",NA,NA,"1_13a","1_13","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"256",2023-05-19,"BP","A",1,"Low","medium",NA,NA,"1_2a","1_2","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"257",2023-05-19,"BP","A",1,"Low","small",NA,NA,"1_14a","1_14","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"258",2023-05-19,"BP","A",1,"Low","large",NA,NA,"1_15a","1_15","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"259",2023-05-19,"BP","A",1,"Low","small",NA,NA,"1_17a","1_17","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"260",2023-05-19,"BP","A",1,"Low","small",NA,NA,"1_3a","1_3","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"261",2023-05-19,"BP","A",1,"Low","small",NA,NA,"1_1a","1_1","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"262",2023-05-21,"BP","A",1,"Low","small",NA,NA,"1_4a","1_4","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"263",2023-05-21,"BP","A",1,"Low","large",NA,NA,"1_5a","1_5","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"264",2023-05-21,"BP","A",1,"Low","small",NA,NA,"1_6a","1_6","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"265",2023-05-21,"BP","A",1,"Low","medium",NA,NA,"1_7a","1_7","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"266",2023-05-21,"BP","A",1,"Low","medium",NA,NA,"1_8a","1_8","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"267",2023-05-21,"BP","A",1,"Low","small",NA,NA,"1_9a","1_9","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"268",2023-05-21,"BP","A",1,"Low","medium",NA,NA,"1_10a","1_10","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"269",2023-05-21,"BP","A",1,"Low","small",NA,NA,"1_11a","1_11","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"270",2023-05-21,"BP","A",1,"Low","medium",NA,NA,"1_12a","1_12","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"271",2023-05-21,"BP","A",1,"Low","small","91","141","1_16a","1_16","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"272",2023-05-21,"BP","A",1,"Low","medium",NA,NA,"1_18a","1_18","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"273",2023-05-21,"BP","A",1,"Low","small",NA,NA,"1_13a","1_13","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"274",2023-05-21,"BP","A",1,"Low","medium",NA,NA,"1_2a","1_2","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"275",2023-05-21,"BP","A",1,"Low","small",NA,NA,"1_14a","1_14","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"276",2023-05-21,"BP","A",1,"Low","large",NA,NA,"1_15a","1_15","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"277",2023-05-21,"BP","A",1,"Low","small",NA,NA,"1_17a","1_17","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"278",2023-05-21,"BP","A",1,"Low","small",NA,NA,"1_3a","1_3","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"279",2023-05-21,"BP","A",1,"Low","small",NA,NA,"1_1a","1_1","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"280",2023-05-22,"BP","A",1,"Low","small",NA,NA,"1_1a","1_1","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"281",2023-05-22,"BP","A",1,"Low","small",NA,NA,"1_4a","1_4","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"282",2023-05-22,"BP","A",1,"Low","large",NA,NA,"1_5a","1_5","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"283",2023-05-22,"BP","A",1,"Low","small",NA,NA,"1_6a","1_6","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"284",2023-05-22,"BP","A",1,"Low","medium",NA,NA,"1_7a","1_7","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"285",2023-05-22,"BP","A",1,"Low","medium",NA,NA,"1_8a","1_8","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"286",2023-05-22,"BP","A",1,"Low","small",NA,NA,"1_9a","1_9","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"287",2023-05-22,"BP","A",1,"Low","medium",NA,NA,"1_10a","1_10","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"288",2023-05-22,"BP","A",1,"Low","small",NA,NA,"1_11a","1_11","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"289",2023-05-22,"BP","A",1,"Low","medium",NA,NA,"1_12a","1_12","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"290",2023-05-22,"BP","A",1,"Low","small","91","141","1_16a","1_16","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"291",2023-05-22,"BP","A",1,"Low","medium",NA,NA,"1_18a","1_18","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"292",2023-05-22,"BP","A",1,"Low","small",NA,NA,"1_13a","1_13","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"293",2023-05-22,"BP","A",1,"Low","medium",NA,NA,"1_2a","1_2","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"294",2023-05-22,"BP","A",1,"Low","small",NA,NA,"1_14a","1_14","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"295",2023-05-22,"BP","A",1,"Low","large",NA,NA,"1_15a","1_15","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"296",2023-05-22,"BP","A",1,"Low","small",NA,NA,"1_17a","1_17","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"297",2023-05-22,"BP","A",1,"Low","small",NA,NA,"1_3a","1_3","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"298",2023-05-23,"BP","A",1,"Low","small",NA,NA,"1_1a","1_1","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"299",2023-05-23,"BP","A",1,"Low","small",NA,NA,"1_4a","1_4","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"300",2023-05-23,"BP","A",1,"Low","large",NA,NA,"1_5a","1_5","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"301",2023-05-23,"BP","A",1,"Low","small",NA,NA,"1_6a","1_6","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"302",2023-05-23,"BP","A",1,"Low","medium",NA,NA,"1_7a","1_7","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"303",2023-05-23,"BP","A",1,"Low","medium",NA,NA,"1_8a","1_8","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"304",2023-05-23,"BP","A",1,"Low","small",NA,NA,"1_9a","1_9","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"305",2023-05-23,"BP","A",1,"Low","medium",NA,NA,"1_10a","1_10","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"306",2023-05-23,"BP","A",1,"Low","small",NA,NA,"1_11a","1_11","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"307",2023-05-23,"BP","A",1,"Low","medium",NA,NA,"1_12a","1_12","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"308",2023-05-23,"BP","A",1,"Low","small","91","141","1_16a","1_16","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"309",2023-05-23,"BP","A",1,"Low","medium",NA,NA,"1_18a","1_18","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"310",2023-05-23,"BP","A",1,"Low","small",NA,NA,"1_13a","1_13","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"311",2023-05-23,"BP","A",1,"Low","medium",NA,NA,"1_2a","1_2","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"312",2023-05-23,"BP","A",1,"Low","small",NA,NA,"1_14a","1_14","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"313",2023-05-23,"BP","A",1,"Low","large",NA,NA,"1_15a","1_15","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"314",2023-05-23,"BP","A",1,"Low","small",NA,NA,"1_17a","1_17","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"315",2023-05-23,"BP","A",1,"Low","small",NA,NA,"1_3a","1_3","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"316",2023-05-26,"BP","A",1,"Low","small",NA,NA,"1_4a","1_4","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"317",2023-05-26,"BP","A",1,"Low","small",NA,NA,"1_1a","1_1","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"318",2023-05-26,"BP","A",1,"Low","large",NA,NA,"1_5a","1_5","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"319",2023-05-26,"BP","A",1,"Low","small",NA,NA,"1_6a","1_6","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"320",2023-05-26,"BP","A",1,"Low","medium",NA,NA,"1_7a","1_7","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"321",2023-05-26,"BP","A",1,"Low","medium",NA,NA,"1_8a","1_8","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"322",2023-05-26,"BP","A",1,"Low","small",NA,NA,"1_9a","1_9","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"323",2023-05-26,"BP","A",1,"Low","medium",NA,NA,"1_10a","1_10","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"324",2023-05-26,"BP","A",1,"Low","small",NA,NA,"1_11a","1_11","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"325",2023-05-26,"BP","A",1,"Low","medium",NA,NA,"1_12a","1_12","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"326",2023-05-26,"BP","A",1,"Low","small","91","141","1_16a","1_16","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"327",2023-05-26,"BP","A",1,"Low","medium",NA,NA,"1_18a","1_18","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"328",2023-05-26,"BP","A",1,"Low","small",NA,NA,"1_13a","1_13","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"329",2023-05-26,"BP","A",1,"Low","small",NA,NA,"1_14a","1_14","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"330",2023-05-26,"BP","A",1,"Low","medium",NA,NA,"1_2a","1_2","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"331",2023-05-26,"BP","A",1,"Low","large",NA,NA,"1_15a","1_15","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"332",2023-05-26,"BP","A",1,"Low","small",NA,NA,"1_17a","1_17","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"333",2023-05-26,"BP","A",1,"Low","small",NA,NA,"1_3a","1_3","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"334",2023-05-28,"BP","A",1,"Low","small",NA,NA,"1_4a","1_4","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"335",2023-05-28,"BP","A",1,"Low","small",NA,NA,"1_1a","1_1","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"336",2023-05-28,"BP","A",1,"Low","large",NA,NA,"1_5a","1_5","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"337",2023-05-28,"BP","A",1,"Low","small",NA,NA,"1_6a","1_6","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"338",2023-05-28,"BP","A",1,"Low","medium",NA,NA,"1_7a","1_7","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"339",2023-05-28,"BP","A",1,"Low","medium",NA,NA,"1_8a","1_8","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"340",2023-05-28,"BP","A",1,"Low","small",NA,NA,"1_9a","1_9","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"341",2023-05-28,"BP","A",1,"Low","medium",NA,NA,"1_10a","1_10","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"342",2023-05-28,"BP","A",1,"Low","small",NA,NA,"1_11a","1_11","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"343",2023-05-28,"BP","A",1,"Low","medium",NA,NA,"1_12a","1_12","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"344",2023-05-28,"BP","A",1,"Low","small","91","141","1_16a","1_16","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"345",2023-05-28,"BP","A",1,"Low","medium",NA,NA,"1_18a","1_18","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"346",2023-05-28,"BP","A",1,"Low","small",NA,NA,"1_13a","1_13","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"347",2023-05-28,"BP","A",1,"Low","small",NA,NA,"1_14a","1_14","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"348",2023-05-28,"BP","A",1,"Low","medium",NA,NA,"1_2a","1_2","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"349",2023-05-28,"BP","A",1,"Low","large",NA,NA,"1_15a","1_15","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"350",2023-05-28,"BP","A",1,"Low","small",NA,NA,"1_17a","1_17","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"351",2023-05-28,"BP","A",1,"Low","small",NA,NA,"1_3a","1_3","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"352",2023-05-29,"BP","A",1,"Low","small",NA,NA,"1_4a","1_4","empty","none",1,0,18,1,NA,1,"0","0",NA,NA
"353",2023-05-29,"BP","A",1,"Low","large",NA,NA,"1_5a","1_5","empty","none",1,0,18,1,NA,1,"0","0",NA,NA
"354",2023-05-29,"BP","A",1,"Low","small",NA,NA,"1_1a","1_1","empty","none",1,0,18,1,NA,1,"0","0",NA,NA
"355",2023-05-29,"BP","A",1,"Low","small",NA,NA,"1_6a","1_6","empty","none",1,0,18,1,NA,1,"0","0",NA,NA
"356",2023-05-29,"BP","A",1,"Low","medium",NA,NA,"1_7a","1_7","empty","none",1,0,18,1,NA,1,"0","0",NA,NA
"357",2023-05-29,"BP","A",1,"Low","medium",NA,NA,"1_8a","1_8","empty","none",1,0,18,1,NA,1,"0","0",NA,NA
"358",2023-05-29,"BP","A",1,"Low","small",NA,NA,"1_9a","1_9","empty","none",1,0,18,1,NA,1,"0","0",NA,NA
"359",2023-05-29,"BP","A",1,"Low","medium",NA,NA,"1_10a","1_10","empty","none",1,0,18,1,NA,1,"0","0",NA,NA
"360",2023-05-29,"BP","A",1,"Low","small",NA,NA,"1_11a","1_11","empty","none",1,0,18,1,NA,1,"0","0",NA,NA
"361",2023-05-29,"BP","A",1,"Low","medium",NA,NA,"1_12a","1_12","empty","none",1,0,18,1,NA,1,"0","0",NA,NA
"362",2023-05-29,"BP","A",1,"Low","small","91","141","1_16a","1_16","empty","none",1,0,18,1,NA,1,"0","0",NA,NA
"363",2023-05-29,"BP","A",1,"Low","small",NA,NA,"1_13a","1_13","empty","none",1,0,18,1,NA,1,"0","0",NA,NA
"364",2023-05-29,"BP","A",1,"Low","small",NA,NA,"1_14a","1_14","empty","none",1,0,18,1,NA,1,"0","0",NA,NA
"365",2023-05-29,"BP","A",1,"Low","large",NA,NA,"1_15a","1_15","empty","none",1,0,18,1,NA,1,"0","0",NA,NA
"366",2023-05-29,"BP","A",1,"Low","medium",NA,NA,"1_2a","1_2","empty","none",1,0,18,1,NA,1,"0","0",NA,NA
"367",2023-05-29,"BP","A",1,"Low","small",NA,NA,"1_17a","1_17","empty","none",1,0,18,1,NA,1,"0","0",NA,NA
"368",2023-05-29,"BP","A",1,"Low","small",NA,NA,"1_3a","1_3","empty","none",1,0,18,1,NA,1,"0","0",NA,NA
